ID,Term,Uzbek Meaning,Difficulty,Category,Type,Question,Option A,Option B,Option C,Option D,Correct,Explanation
1796,sales strategy,savdo strategiya,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo strategiya'.,sales strategy,market model,business cost,local strategy,A,The English word or phrase for 'savdo strategiya' is 'sales strategy'.
1797,sales strategy,savdo strategiya,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,market model,business cost,local strategy,sales strategy,D,The best answer in this context is 'sales strategy' (savdo strategiya).
1798,sales demand,savdo talab,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales demand'.,natija,maqsad,savdo talab,milliy guruh,C,'sales demand' means 'savdo talab' in Uzbek. Remember it together with its context.
1799,sales demand,savdo talab,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo talab'.,purpose,sales demand,national group,result,B,The English word or phrase for 'savdo talab' is 'sales demand'.
1800,sales demand,savdo talab,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,sales demand,national group,result,purpose,A,The best answer in this context is 'sales demand' (savdo talab).
1801,sales revenue,savdo daromad,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales revenue'.,o‘rganish baholash,aqlli qurilma,onlayn kirish,savdo daromad,D,'sales revenue' means 'savdo daromad' in Uzbek. Remember it together with its context.
1802,sales revenue,savdo daromad,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo daromad'.,smart device,online access,sales revenue,learning assessment,C,The English word or phrase for 'savdo daromad' is 'sales revenue'.
1803,sales revenue,savdo daromad,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,online access,sales revenue,learning assessment,smart device,B,The best answer in this context is 'sales revenue' (savdo daromad).
1804,sales cost,savdo xarajat,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales cost'.,savdo xarajat,bulutli platforma,ma’lumot tizim,mijoz qaror,A,'sales cost' means 'savdo xarajat' in Uzbek. Remember it together with its context.
1805,sales cost,savdo xarajat,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo xarajat'.,cloud platform,data system,customer decision,sales cost,D,The English word or phrase for 'savdo xarajat' is 'sales cost'.
1806,sales cost,savdo xarajat,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,data system,customer decision,sales cost,cloud platform,C,The best answer in this context is 'sales cost' (savdo xarajat).
1807,sales plan,savdo reja,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales plan'.,ma’lumot platforma,savdo reja,avtomatlashtirilgan kirish,bulutli ilova,B,'sales plan' means 'savdo reja' in Uzbek. Remember it together with its context.
1808,sales plan,savdo reja,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo reja'.,sales plan,automated access,cloud application,data platform,A,The English word or phrase for 'savdo reja' is 'sales plan'.
1809,sales plan,savdo reja,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,automated access,cloud application,data platform,sales plan,D,The best answer in this context is 'sales plan' (savdo reja).
1810,sales model,savdo model,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales model'.,mahsulot o‘sish,kompaniya qaror,savdo model,global daromad,C,'sales model' means 'savdo model' in Uzbek. Remember it together with its context.
1811,sales model,savdo model,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo model'.,company decision,sales model,global revenue,product growth,B,The English word or phrase for 'savdo model' is 'sales model'.
1812,sales model,savdo model,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,sales model,global revenue,product growth,company decision,A,The best answer in this context is 'sales model' (savdo model).
1813,sales decision,savdo qaror,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales decision'.,bulutli kirish,ma’lumot ilova,bozor daromad,savdo qaror,D,'sales decision' means 'savdo qaror' in Uzbek. Remember it together with its context.
1814,sales decision,savdo qaror,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo qaror'.,data application,market revenue,sales decision,cloud access,C,The English word or phrase for 'savdo qaror' is 'sales decision'.
1815,sales decision,savdo qaror,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,market revenue,sales decision,cloud access,data application,B,The best answer in this context is 'sales decision' (savdo qaror).
1816,sales opportunity,savdo imkoniyat,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales opportunity'.,savdo imkoniyat,bulutli kirish,ma’lumot ilova,bozor daromad,A,'sales opportunity' means 'savdo imkoniyat' in Uzbek. Remember it together with its context.
1817,sales opportunity,savdo imkoniyat,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo imkoniyat'.,cloud access,data application,market revenue,sales opportunity,D,The English word or phrase for 'savdo imkoniyat' is 'sales opportunity'.
1818,sales opportunity,savdo imkoniyat,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,data application,market revenue,sales opportunity,cloud access,C,The best answer in this context is 'sales opportunity' (savdo imkoniyat).
1819,sales feedback,savdo fikr,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'sales feedback'.,bulutli qurilma,savdo fikr,mobil yechim,avtomatlashtirilgan tarmoq,B,'sales feedback' means 'savdo fikr' in Uzbek. Remember it together with its context.
1820,sales feedback,savdo fikr,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'savdo fikr'.,sales feedback,mobile solution,automated network,cloud device,A,The English word or phrase for 'savdo fikr' is 'sales feedback'.
1821,sales feedback,savdo fikr,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,mobile solution,automated network,cloud device,sales feedback,D,The best answer in this context is 'sales feedback' (savdo fikr).
1822,business growth,biznes o‘sish,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'business growth'.,xalqaro xizmat,farqli,biznes o‘sish,hamjamiyat o‘zlik,C,'business growth' means 'biznes o‘sish' in Uzbek. Remember it together with its context.
1823,business growth,biznes o‘sish,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'biznes o‘sish'.,different,business growth,community identity,international service,B,The English word or phrase for 'biznes o‘sish' is 'business growth'.
1824,business growth,biznes o‘sish,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,business growth,community identity,international service,different,A,The best answer in this context is 'business growth' (biznes o‘sish).
1825,business strategy,biznes strategiya,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'business strategy'.,avtomatlashtirilgan jarayon,bulutli xizmat,ma’lumot vosita,biznes strategiya,D,'business strategy' means 'biznes strategiya' in Uzbek. Remember it together with its context.
1826,business strategy,biznes strategiya,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'biznes strategiya'.,cloud service,data tool,business strategy,automated process,C,The English word or phrase for 'biznes strategiya' is 'business strategy'.
1827,business strategy,biznes strategiya,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,data tool,business strategy,automated process,cloud service,B,The best answer in this context is 'business strategy' (biznes strategiya).
1828,business demand,biznes talab,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'business demand'.,biznes talab,kompaniya talab,jamoat xizmat,ijtimoiy mas’uliyat,A,'business demand' means 'biznes talab' in Uzbek. Remember it together with its context.
1829,business demand,biznes talab,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'biznes talab'.,company demand,public service,social responsibility,business demand,D,The English word or phrase for 'biznes talab' is 'business demand'.
1830,business demand,biznes talab,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,public service,social responsibility,business demand,company demand,C,The best answer in this context is 'business demand' (biznes talab).
1831,business revenue,biznes daromad,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'business revenue'.,til maqsad,biznes daromad,muntazam rivojlanish,guruh mashq,B,'business revenue' means 'biznes daromad' in Uzbek. Remember it together with its context.
1832,business revenue,biznes daromad,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'biznes daromad'.,business revenue,regular progress,group practice,language goal,A,The English word or phrase for 'biznes daromad' is 'business revenue'.
1833,business revenue,biznes daromad,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,regular progress,group practice,language goal,business revenue,D,The best answer in this context is 'business revenue' (biznes daromad).
1834,business cost,biznes xarajat,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'business cost'.,mobil vosita,xavfsiz yechim,biznes xarajat,aqlli xizmat,C,'business cost' means 'biznes xarajat' in Uzbek. Remember it together with its context.
1835,business cost,biznes xarajat,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'biznes xarajat'.,secure solution,business cost,smart service,mobile tool,B,The English word or phrase for 'biznes xarajat' is 'business cost'.
1836,business cost,biznes xarajat,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,business cost,smart service,mobile tool,secure solution,A,The best answer in this context is 'business cost' (biznes xarajat).
1837,business plan,biznes reja,Medium,Business,EN→UZ,Choose the best Uzbek meaning of 'business plan'.,raqamli tizim,aqlli jarayon,mobil xizmat,biznes reja,D,'business plan' means 'biznes reja' in Uzbek. Remember it together with its context.
1838,business plan,biznes reja,Medium,Business,UZ→EN,Choose the English word or phrase that matches the Uzbek meaning 'biznes reja'.,smart process,mobile service,business plan,digital system,C,The English word or phrase for 'biznes reja' is 'business plan'.
1839,business plan,biznes reja,Medium,Business,Context,The lesson uses the vocabulary item _____ in a business context.,mobile service,business plan,digital system,smart process,B,The best answer in this context is 'business plan' (biznes reja).
